data_temp.dat
4
X
Y
Z
Var
8.5 92.5 0.5 0.8642439714626132 
8.5 68.5 0.5 -0.23333902807000273 
8.5 60.5 0.5 -1.765434481947177 
8.5 28.5 0.5 -1.4613790829976048 
8.5 4.5 0.5 0.22384459333977857 
16.5 84.5 0.5 -0.42903649210405326 
16.5 76.5 0.5 -1.4095534308727211 
16.5 68.5 0.5 -0.49073169397632044 
16.5 36.5 0.5 0.3296063706736754 
16.5 28.5 0.5 -1.071081362607079 
16.5 12.5 0.5 0.0833423246950431 
24.5 84.5 0.5 -0.04626424497985271 
24.5 76.5 0.5 -0.055525813769618404 
24.5 52.5 0.5 0.12053538349358339 
24.5 44.5 0.5 -0.6428904266496077 
24.5 36.5 0.5 -0.15789599504778562 
24.5 28.5 0.5 0.1391914011700761 
32.5 84.5 0.5 1.361259381342904 
32.5 44.5 0.5 0.3198560147611693 
32.5 28.5 0.5 -0.7008528758364907 
32.5 12.5 0.5 -0.19547838879231239 
32.5 4.5 0.5 -2.228754289711386 
40.5 84.5 0.5 -1.8111948263310276 
40.5 76.5 0.5 0.408840364547135 
40.5 44.5 0.5 -0.36893374309305904 
40.5 36.5 0.5 1.611774276882162 
40.5 12.5 0.5 -0.9193097358984404 
48.5 92.5 0.5 0.6091343042356201 
48.5 84.5 0.5 -0.06479214848637671 
48.5 68.5 0.5 2.3564573865783953 
48.5 60.5 0.5 0.3004451461781661 
48.5 44.5 0.5 1.05480848853649 
48.5 36.5 0.5 1.811194826330955 
48.5 28.5 0.5 1.434984509378367 
48.5 20.5 0.5 1.9776298600131845 
48.5 12.5 0.5 -0.2523921008764407 
56.5 68.5 0.5 1.3159468489754662 
56.5 44.5 0.5 -0.5870121188958806 
56.5 36.5 0.5 0.6203075152432682 
56.5 12.5 0.5 1.007586227034635 
56.5 4.5 0.5 -0.43920004220711917 
64.5 84.5 0.5 0.6428904266496005 
64.5 60.5 0.5 0.962510233026475 
64.5 44.5 0.5 -0.3492025396489169 
64.5 36.5 0.5 0.8116819123376752 
72.5 92.5 0.5 0.3988050042127491 
72.5 68.5 0.5 -0.10192122821831062 
72.5 60.5 0.5 -0.9335161942052262 
72.5 28.5 0.5 -0.5329099262608707 
80.5 92.5 0.5 -1.0230735544266607 
80.5 84.5 0.5 0.5980366264943964 
80.5 76.5 0.5 -0.7127269078296476 
80.5 44.5 0.5 -0.03700664358520345 
80.5 36.5 0.5 -0.7736895587251997 
80.5 12.5 0.5 -0.11122348843749275 
80.5 4.5 0.5 -0.8116819123376857 
88.5 92.5 0.5 -1.4888329486255054 
88.5 84.5 0.5 -1.3850026397332686 
88.5 52.5 0.5 -1.1940144177398138 
88.5 28.5 0.5 -0.1672686386471136 
88.5 20.5 0.5 -0.7247022910442984 
96.5 68.5 0.5 -0.5543551890929717 
96.5 60.5 0.5 0.3888096477823393 
96.5 52.5 0.5 -0.8376736277463636 
96.5 28.5 0.5 0.018500160324802284 
96.5 20.5 0.5 -2.356457386578636 
96.5 4.5 0.5 -1.7230977692417788 
1.5 101.5 0.5 -0.22384459333977857 
2.5 101.5 0.5 -0.31013597349171906 
0.5 100.5 0.5 -0.20491519959327253 
1.5 100.5 0.5 0.1672686386471145 
0.5 99.5 0.5 1.6836417760652154 
2.5 99.5 0.5 0.7127269078296393 
3.5 99.5 0.5 1.2942706314259453 
4.5 99.5 0.5 1.3850026397332358 
0.5 98.5 0.5 1.4095534308726876 
2.5 98.5 0.5 1.8610959702830212 
3.5 98.5 0.5 1.7230977692417175 
